net,length_um
u_rf.reg6_q\[22\],17.84
_01285_,17.82
_03042_,17.82
_03561_,17.82
_03853_,17.82
_03913_,17.8
_01903_,17.78
_03413_,17.775
u_rf.reg4_q\[27\],17.775
_01707_,17.76
u_rf.reg23_q\[12\],17.75
_02974_,17.74
u_rf.reg24_q\[26\],17.74
_02017_,17.7
_03445_,17.7
u_rf.reg0_q\[5\],17.7
net401,17.7
_01350_,17.68
_02501_,17.68
_03116_,17.68
_01413_,17.66
_02630_,17.66
_03964_,17.66
net164,17.64
_03559_,17.6
u_rf.reg1_q\[21\],17.6
u_rf.reg9_q\[23\],17.6
_04095_,17.58
u_rf.reg31_q\[19\],17.58
u_rf.reg8_q\[26\],17.58
u_rf.reg10_q\[3\],17.565
_02694_,17.56
_03975_,17.56
u_rf.reg20_q\[21\],17.56
_02989_,17.54
u_rf.reg17_q\[6\],17.54
_02725_,17.52
_03662_,17.51
u_rf.reg14_q\[14\],17.5
_01082_,17.48
_02667_,17.48
_03123_,17.48
_03279_,17.48
_03396_,17.48
_04291_,17.48
_03649_,17.46
u_rf.reg14_q\[3\],17.445
u_rf.reg13_q\[0\],17.44
u_rf.reg31_q\[17\],17.44
u_rf.reg19_q\[30\],17.385
_00895_,17.38
_03009_,17.38
_03762_,17.38
_04014_,17.38
u_rf.reg26_q\[11\],17.38
_03013_,17.34
u_rf.reg15_q\[11\],17.34
_02938_,17.32
_03478_,17.32
_01896_,17.3
u_rf.reg0_q\[10\],17.3
_01508_,17.26
_02468_,17.24
u_rf.reg24_q\[30\],17.225
_03570_,17.22
_03075_,17.18
_04355_,17.18
u_decod.dec0.instr_i\[8\],17.18
u_rf.reg9_q\[28\],17.18
u_rf.reg7_q\[17\],17.12
_02058_,17.1
_02786_,17.1
_05685_,17.1
u_rf.reg14_q\[2\],17.1
_03728_,17.08
u_rf.reg9_q\[26\],17.08
u_decod.dec0.instr_i\[3\],17.06
u_rf.reg5_q\[20\],17.04
_02212_,16.98
u_rf.reg10_q\[24\],16.98
u_rf.reg28_q\[11\],16.98
_03590_,16.96
_01373_,16.945
u_rf.reg16_q\[17\],16.94
_04078_,16.92
_03091_,16.9
_02587_,16.88
_02984_,16.88
_03010_,16.88
_04160_,16.86
_04262_,16.84
_02078_,16.8
_01067_,16.78
_04180_,16.78
_04290_,16.78
u_rf.reg10_q\[0\],16.78
u_rf.reg13_q\[18\],16.78
_03112_,16.765
_01218_,16.76
_02022_,16.76
_01693_,16.74
u_rf.reg21_q\[14\],16.705
u_rf.reg20_q\[2\],16.68
_01160_,16.66
u_decod.rs2_data_nxt\[21\],16.64
_03699_,16.62
net445,16.62
_02218_,16.56
u_rf.reg9_q\[0\],16.56
u_exe.bu_pc_res\[25\],16.54
_01867_,16.52
_01898_,16.52
_02515_,16.52
u_rf.reg13_q\[14\],16.52
_01448_,16.5
u_rf.reg31_q\[13\],16.48
_00158_,16.46
_04265_,16.44
u_rf.reg3_q\[25\],16.44
u_rf.reg8_q\[6\],16.44
u_rf.reg30_q\[10\],16.42
_03941_,16.38
_01209_,16.36
_01328_,16.36
u_rf.reg7_q\[15\],16.36
_03161_,16.34
_03395_,16.32
_03983_,16.32
_02409_,16.3
u_rf.reg9_q\[17\],16.3
_02494_,16.28
_02906_,16.28
_03886_,16.26
_04198_,16.26
_04250_,16.26
_01758_,16.24
_02486_,16.24
u_rf.reg20_q\[24\],16.24
_02398_,16.22
_03593_,16.22
_03617_,16.22
_01319_,16.2
_02987_,16.2
_04041_,16.2
u_rf.reg8_q\[3\],16.2
_02873_,16.18
u_rf.reg6_q\[13\],16.18
net403,16.18
u_rf.reg10_q\[13\],16.175
_01377_,16.16
u_rf.reg1_q\[27\],16.16
u_rf.reg24_q\[16\],16.16
u_rf.reg3_q\[21\],16.12
_02566_,16.1
_03706_,16.1
_01954_,16.08
u_rf.reg16_q\[29\],16.06
u_rf.reg4_q\[14\],16.06
_04074_,16.04
_01088_,16.02
_03735_,16.02
_03718_,16
_01296_,15.98
_02489_,15.98
u_rf.reg12_q\[14\],15.965
_01602_,15.96
_03968_,15.96
_01823_,15.94
u_rf.reg19_q\[0\],15.925
u_rf.reg22_q\[6\],15.91
net139,15.9
_03317_,15.88
_03530_,15.86
_01955_,15.85
_02389_,15.84
_03575_,15.84
_03588_,15.84
_04345_,15.835
_03109_,15.82
u_rf.reg9_q\[14\],15.82
_01409_,15.79
_01632_,15.78
u_rf.reg13_q\[15\],15.775
_02889_,15.76
_01887_,15.74
_04231_,15.74
_01571_,15.72
_01924_,15.72
u_rf.reg1_q\[23\],15.72
u_rf.reg4_q\[13\],15.705
_02251_,15.7
_03860_,15.7
_02580_,15.64
_03946_,15.64
_00660_,15.62
_03376_,15.62
_05602_,15.62
_04425_,15.575
u_rf.reg14_q\[15\],15.565
u_rf.reg11_q\[29\],15.54
_04356_,15.53
_01920_,15.52
u_exe.bu_pc_res\[19\],15.52
u_rf.reg16_q\[14\],15.52
_04221_,15.5
_04347_,15.46
u_exe.pc_data_q\[3\],15.46
u_rf.reg4_q\[2\],15.46
_03164_,15.44
_03464_,15.42
u_rf.reg15_q\[19\],15.42
_01884_,15.4
_02526_,15.4
u_rf.reg29_q\[0\],15.385
_03991_,15.38
u_rf.reg13_q\[2\],15.38
_01352_,15.36
u_rf.reg1_q\[26\],15.345
_02012_,15.34
_02222_,15.34
_04086_,15.34
_04164_,15.34
_02572_,15.32
u_rf.reg7_q\[22\],15.3
_03664_,15.29
_01449_,15.26
u_rf.reg6_q\[24\],15.26
store_data_o[20],15.24
u_rf.reg29_q\[11\],15.225
_01252_,15.2
_02411_,15.2
_03499_,15.18
_04108_,15.18
u_rf.reg20_q\[29\],15.18
_01325_,15.14
net136,15.14
_02739_,15.12
_02912_,15.1
u_decod.rs1_data\[17\],15.1
_02495_,15.08
_02399_,15.06
_02854_,15.06
reset_adr_i[5],15.05
u_rf.reg8_q\[13\],15.025
_04330_,15.02
_02129_,15
_02648_,15
_02961_,15
u_rf.reg30_q\[26\],15
u_decod.pc0_q_i\[20\],14.98
net384,14.98
u_rf.reg9_q\[6\],14.96
u_rf.reg21_q\[3\],14.945
_01851_,14.92
u_decod.dec0.is_shift,14.92
net471,14.92
_01336_,14.9
_04073_,14.9
_02827_,14.88
u_decod.exe_ff_res_data_i\[14\],14.88
net439,14.88
_04223_,14.86
u_exe.pc_data_q\[14\],14.86
_02953_,14.84
_04860_,14.84
_01317_,14.82
_01735_,14.8
_02683_,14.8
u_rf.reg16_q\[2\],14.8
u_rf.reg17_q\[22\],14.8
_01076_,14.76
_01970_,14.76
_02893_,14.76
_03120_,14.76
u_rf.reg3_q\[16\],14.76
u_rf.reg11_q\[10\],14.75
_01125_,14.74
_03327_,14.74
u_rf.reg21_q\[0\],14.72
_00549_,14.7
_01375_,14.695
_04054_,14.68
_01786_,14.66
_04136_,14.66
net135,14.66
_04050_,14.64
_02278_,14.635
_05113_,14.635
reset_adr_i[4],14.63
_01161_,14.62
_03899_,14.62
adr_o[29],14.61
_03660_,14.6
_01070_,14.56
_01197_,14.56
_01381_,14.56
_01660_,14.54
_03336_,14.54
_03659_,14.54
_03825_,14.54
u_rf.reg23_q\[2\],14.525
_02405_,14.52
_03959_,14.52
_04350_,14.52
u_rf.reg29_q\[18\],14.52
_04255_,14.48
u_decod.dec0.is_branch,14.48
_03081_,14.47
_01091_,14.46
_01748_,14.46
_02023_,14.46
_02056_,14.46
_02795_,14.46
_03065_,14.46
u_decod.dec0.instr_i\[9\],14.44
_02806_,14.42
_03743_,14.42
_04928_,14.42
_05016_,14.42
u_exe.bu_pc_res\[12\],14.42
_01857_,14.4
_02828_,14.4
_03811_,14.38
u_rf.reg17_q\[17\],14.38
u_rf.reg18_q\[13\],14.38
u_rf.reg25_q\[0\],14.38
u_rf.reg25_q\[9\],14.38
u_rf.reg31_q\[12\],14.38
net96,14.36
u_rf.reg19_q\[29\],14.345
_02444_,14.34
_04149_,14.34
_02074_,14.32
_04032_,14.32
_04606_,14.32
_01246_,14.3
_02351_,14.3
_02864_,14.3
_02942_,14.3
_03603_,14.3
_01837_,14.28
_04805_,14.27
reset_adr_i[1],14.27
_01972_,14.26
_02142_,14.26
_00036_,14.24
_03677_,14.22
u_rf.reg6_q\[1\],14.22
u_decod.rs1_data\[21\],14.2
_04346_,14.175
_01589_,14.14
net131,14.14
_03051_,14.125
_01782_,14.12
_02041_,14.12
_01349_,14.1
_04284_,14.1
adr_o[25],14.1
icache_adr_o[24],14.1
u_decod.branch_imm_q_o\[31\],14.1
_02315_,14.08
_03416_,14.08
u_rf.reg5_q\[21\],14.08
_02919_,14.04
_03569_,14.04
adr_o[16],14.03
_02157_,14.02
_04381_,14.02
_04481_,14.02
u_rf.reg29_q\[22\],14.02
u_decod.dec0.instr_i\[2\],14
u_rf.reg18_q\[14\],14
_04020_,13.985
_02423_,13.96
_03999_,13.96
_04018_,13.96
_04301_,13.955
_01269_,13.94
_02327_,13.94
_02868_,13.94
_02896_,13.94
_03523_,13.94
_04920_,13.94
_01060_,13.9
_03910_,13.9
u_rf.reg27_q\[5\],13.885
_05065_,13.88
u_rf.reg3_q\[3\],13.88
_01722_,13.86
_02857_,13.86
_02891_,13.86
_03121_,13.86
_01222_,13.84
_02205_,13.84
_03992_,13.84
u_decod.exe_ff_res_data_i\[24\],13.84
_01259_,13.82
_03149_,13.82
_03535_,13.8
u_rf.reg22_q\[14\],13.8
net66,13.765
_00968_,13.76
_04151_,13.76
_04156_,13.76
icache_instr_i[13],13.76
u_rf.reg22_q\[10\],13.76
u_rf.reg21_q\[17\],13.74
u_rf.reg23_q\[11\],13.725
_01676_,13.72
net410,13.72
_04210_,13.7
u_rf.reg23_q\[10\],13.685
u_rf.reg5_q\[31\],13.68
_02152_,13.66
_02785_,13.66
u_decod.rs1_data_q\[0\],13.66
_01754_,13.64
_02976_,13.64
_05027_,13.64
store_data_o[28],13.64
_01411_,13.62
_01931_,13.62
_02651_,13.6
_03804_,13.58
_02466_,13.56
_01401_,13.54
_03402_,13.54
_03724_,13.54
u_rf.reg14_q\[11\],13.52
u_rf.reg23_q\[24\],13.52
icache_adr_o[12],13.51
u_rf.reg3_q\[13\],13.51
_03415_,13.5
_01276_,13.48
_02211_,13.46
u_decod.dec0.instr_i\[24\],13.46
net395,13.46
_01355_,13.44
_02125_,13.44
_02482_,13.44
_03455_,13.44
_03888_,13.42
adr_o[26],13.4
_00281_,13.36
u_decod.dec0.operation_o\[3\],13.34
_00048_,13.32
_01287_,13.32
_02859_,13.32
_03077_,13.32
_03393_,13.3
_04157_,13.3
store_data_o[29],13.3
u_rf.reg27_q\[19\],13.3
adr_o[6],13.29
_03549_,13.28
u_rf.reg19_q\[9\],13.265
_01354_,13.26
_02714_,13.26
_04096_,13.26
_04142_,13.26
u_rf.reg8_q\[24\],13.26
reset_adr_i[6],13.25
_02858_,13.24
_03644_,13.24
u_rf.reg20_q\[0\],13.22
_00259_,13.2
u_exe.bu_pc_res\[21\],13.2
_00525_,13.18
_01495_,13.18
_02301_,13.18
store_data_o[23],13.18
u_decod.rs2_data_nxt\[9\],13.18
_02077_,13.16
_04226_,13.16
_04211_,13.14
_03503_,13.12
_03069_,13.1
_04494_,13.1
_05711_,13.1
u_rf.reg23_q\[0\],13.095
_02200_,13.08
_03536_,13.08
store_data_o[13],13.08
u_decod.rs2_data_q\[8\],13.06
u_rf.reg3_q\[31\],13.06
u_rf.reg7_q\[29\],13.06
_03139_,13.04
_03430_,13.04
net69,13.04
_03471_,13
_00294_,12.98
_01184_,12.98
_02581_,12.98
_02901_,12.98
_03438_,12.98
_03468_,12.98
_05234_,12.98
u_rf.reg15_q\[30\],12.98
_02024_,12.96
_04288_,12.96
u_rf.reg2_q\[16\],12.945
_02734_,12.94
_04524_,12.94
_02349_,12.92
u_rf.reg16_q\[5\],12.92
u_rf.reg17_q\[14\],12.92
u_rf.reg7_q\[13\],12.92
u_rf.reg9_q\[22\],12.92
_05597_,12.9
u_rf.reg19_q\[13\],12.9
_01244_,12.88
_02331_,12.88
_01182_,12.86
_01390_,12.86
_03449_,12.86
_04879_,12.86
u_decod.rs2_data_nxt\[3\],12.86
u_rf.reg28_q\[16\],12.86
_03842_,12.84
_03868_,12.84
_04379_,12.84
icache_adr_o[27],12.84
store_data_o[27],12.84
_01858_,12.81
u_rf.reg5_q\[26\],12.8
_03852_,12.78
u_exe.bu_pc_res\[1\],12.78
reset_adr_i[7],12.77
_01151_,12.76
_03805_,12.76
_03903_,12.76
u_rf.reg21_q\[22\],12.76
net94,12.76
_01143_,12.74
_01033_,12.725
u_rf.reg29_q\[12\],12.725
_04251_,12.72
store_data_o[30],12.72
store_data_o[31],12.72
_01726_,12.7
_01977_,12.7
_04158_,12.68
adr_v_o,12.67
_03554_,12.66
_00989_,12.64
_01842_,12.64
_02928_,12.64
_02956_,12.64
_04256_,12.64
u_rf.reg1_q\[20\],12.64
u_rf.reg29_q\[16\],12.64
icache_adr_o[31],12.63
_02851_,12.62
_01221_,12.61
_00965_,12.6
_02745_,12.6
_03832_,12.6
_00604_,12.58
_02123_,12.58
_02913_,12.58
_03399_,12.58
_03405_,12.58
_01925_,12.56
_02159_,12.56
_02573_,12.56
_04352_,12.54
_05128_,12.54
_03015_,12.52
_02099_,12.5
_03711_,12.5
_04297_,12.5
_04203_,12.49
_00671_,12.48
_03087_,12.48
_04019_,12.475
_01095_,12.46
_01752_,12.46
_01157_,12.44
_03432_,12.44
u_rf.reg10_q\[23\],12.405
_01288_,12.4
_02455_,12.4
_05406_,12.4
_01335_,12.38
adr_o[27],12.38
store_data_o[21],12.38
store_data_o[24],12.38
_00921_,12.36
_01306_,12.34
_02084_,12.34
_04682_,12.34
u_rf.reg2_q\[31\],12.34
adr_o[1],12.33
_03509_,12.32
u_decod.rs2_data_nxt\[7\],12.32
_02999_,12.315
_01301_,12.31
_03725_,12.28
_05547_,12.28
net510,12.28
_00346_,12.26
_05117_,12.24
_05252_,12.24
u_decod.rs1_data\[20\],12.24
u_rf.reg31_q\[3\],12.24
_01231_,12.2
_02309_,12.2
_02442_,12.2
_02759_,12.2
_03667_,12.2
u_exe.bu_pc_res\[0\],12.2
_03083_,12.18
_03150_,12.18
_03477_,12.18
_00744_,12.16
_02147_,12.16
_04241_,12.16
_04242_,12.16
store_data_o[17],12.16
store_data_o[8],12.16
_02297_,12.14
_02596_,12.14
reset_adr_i[27],12.14
load_data_i[30],12.13
_00093_,12.12
_02030_,12.12
_02308_,12.12
u_rf.reg3_q\[24\],12.12
_04873_,12.1
u_rf.reg10_q\[21\],12.1
u_rf.reg14_q\[16\],12.1
reset_adr_i[9],12.09
_04144_,12.08
u_exe.bu_pc_res\[23\],12.08
_02072_,12.06
_03115_,12.06
store_data_o[19],12.06
_02606_,12.04
_02616_,12.04
_03251_,12.04
_04062_,12.04
_04834_,12.04
_01193_,12.02
_04257_,12.02
_02680_,12
_03033_,12
_04253_,12
_04002_,11.98
u_rf.reg27_q\[0\],11.98
_04013_,11.97
_04117_,11.97
_04143_,11.96
_04898_,11.94
_01083_,11.92
adr_o[28],11.92
u_decod.exe_ff_res_data_i\[0\],11.92
_00797_,11.9
_01385_,11.88
_04024_,11.88
_01766_,11.85
_00602_,11.845
u_exe.bu_pc_res\[13\],11.84
u_rf.reg15_q\[5\],11.84
_01929_,11.82
_02437_,11.82
_04702_,11.82
net385,11.82
_04148_,11.8
icache_adr_o[26],11.8
_04276_,11.78
u_exe.pc_data_q\[4\],11.78
u_rf.reg28_q\[7\],11.78
_00357_,11.76
_02459_,11.74
_04029_,11.74
_03375_,11.72
_03579_,11.72
_03960_,11.72
u_rf.reg18_q\[17\],11.72
_00713_,11.7
_01846_,11.7
_03482_,11.7
_03736_,11.7
_04281_,11.7
_05073_,11.7
_01386_,11.68
_03044_,11.68
reset_adr_i[28],11.68
_02191_,11.66
_03550_,11.66
_04856_,11.66
_03751_,11.64
_02600_,11.62
_03987_,11.615
_01201_,11.6
_01947_,11.6
_05232_,11.6
_01170_,11.58
_02597_,11.58
_02670_,11.58
_03220_,11.58
u_rf.reg24_q\[13\],11.58
_03191_,11.56
_00032_,11.54
_00917_,11.54
_01603_,11.54
_04202_,11.54
_02026_,11.52
_03827_,11.48
u_rf.reg11_q\[2\],11.48
_04174_,11.46
u_rf.reg24_q\[22\],11.44
u_rf.reg31_q\[22\],11.44
_03674_,11.43
_01134_,11.42
_02150_,11.42
_04031_,11.42
_04984_,11.42
net398,11.42
_01618_,11.4
_02087_,11.4
_02215_,11.4
_02578_,11.4
u_rf.reg26_q\[21\],11.4
_03708_,11.38
_04170_,11.38
u_exe.pc_data_q\[22\],11.38
_04605_,11.36
_03969_,11.34
_04214_,11.34
_04263_,11.34
store_data_o[22],11.34
u_rf.reg6_q\[26\],11.34
_02377_,11.32
u_rf.reg31_q\[10\],11.32
u_rf.reg7_q\[16\],11.32
_01499_,11.3
_03062_,11.3
_02287_,11.28
_02330_,11.28
_04081_,11.28
_04106_,11.28
_04664_,11.28
_05618_,11.28
_02633_,11.26
_02847_,11.26
store_data_o[14],11.26
store_data_o[6],11.26
_02196_,11.24
_02268_,11.24
_03252_,11.24
_04169_,11.24
_05302_,11.24
store_data_o[15],11.24
_02210_,11.22
_05325_,11.22
_00422_,11.2
_00431_,11.2
_02832_,11.2
_04209_,11.2
_01811_,11.18
_02170_,11.18
_04090_,11.14
store_data_o[5],11.14
store_data_o[7],11.14
_00328_,11.12
_01724_,11.12
_01879_,11.12
_03826_,11.12
_04907_,11.12
_05528_,11.12
u_rf.reg3_q\[10\],11.12
icache_adr_o[10],11.11
_01864_,11.1
_02145_,11.1
_04069_,11.08
_04238_,11.08
u_rf.reg28_q\[14\],11.08
u_rf.reg30_q\[31\],11.08
_02228_,11.06
u_rf.reg12_q\[23\],11.06
_01913_,11.04
_02514_,11.04
u_rf.reg26_q\[23\],11.04
_01212_,11.02
_02109_,11.02
icache_instr_i[10],11.02
u_decod.rs2_data_q\[1\],11.02
_04377_,11
u_exe.bu_pc_res\[27\],11
_02362_,10.98
store_data_o[0],10.97
_04342_,10.96
_03573_,10.94
_03938_,10.935
u_exe.pc_data_q\[13\],10.92
_01242_,10.9
_01281_,10.9
_01853_,10.9
_02802_,10.9
_05709_,10.9
_03872_,10.88
_04893_,10.88
_05059_,10.88
_05370_,10.88
_01406_,10.86
_02069_,10.86
_03177_,10.86
_03848_,10.86
_04368_,10.86
_05144_,10.86
_04312_,10.855
_04191_,10.84
u_decod.dec0.funct7\[5\],10.84
u_rf.reg26_q\[20\],10.84
_01360_,10.825
_00909_,10.82
_01211_,10.82
_02950_,10.82
_05454_,10.82
_01704_,10.8
_01882_,10.8
_02339_,10.8
_03498_,10.8
_04055_,10.8
store_data_o[9],10.8
_00199_,10.78
_00485_,10.78
_02122_,10.78
_02523_,10.78
_03159_,10.78
_03795_,10.78
_04357_,10.76
reset_adr_i[24],10.76
reset_adr_i[26],10.76
u_rf.reg2_q\[3\],10.76
_01359_,10.74
_02467_,10.74
u_exe.pc_data_q\[25\],10.74
u_rf.reg5_q\[22\],10.74
_04399_,10.72
_02488_,10.7
_02582_,10.7
_02894_,10.7
_03443_,10.7
_00222_,10.68
_04167_,10.68
_01946_,10.66
_02560_,10.66
_03422_,10.66
_03518_,10.66
_05564_,10.66
_01686_,10.64
u_rf.reg13_q\[1\],10.62
_02393_,10.58
_03801_,10.58
_04034_,10.58
_03529_,10.56
icache_instr_i[6],10.56
u_rf.reg12_q\[17\],10.555
icache_adr_o[28],10.54
store_data_o[25],10.54
store_data_o[26],10.54
_00880_,10.52
_01552_,10.52
_01239_,10.5
u_decod.rs2_data_nxt\[10\],10.46
_00492_,10.44
_00572_,10.44
_01545_,10.44
_02361_,10.44
_02601_,10.44
_03624_,10.44
_03770_,10.44
_05522_,10.44
_02710_,10.42
_02139_,10.4
_02657_,10.4
_04232_,10.4
_02856_,10.36
_03012_,10.36
load_data_i[8],10.35
_02831_,10.34
_02932_,10.34
_04030_,10.34
_04917_,10.34
store_data_o[18],10.34
u_decod.rs2_data_nxt\[8\],10.34
u_rf.reg29_q\[14\],10.34
_02316_,10.32
_02808_,10.32
_03652_,10.32
_04171_,10.32
_04641_,10.32
_05090_,10.32
_05701_,10.32
_02314_,10.3
_04505_,10.3
u_rf.reg13_q\[24\],10.3
_01029_,10.285
_02478_,10.28
_03049_,10.28
_03495_,10.28
_05635_,10.28
_02059_,10.26
_01284_,10.24
_00959_,10.22
_02650_,10.22
_03233_,10.22
u_rf.reg19_q\[16\],10.22
_01980_,10.2
_02092_,10.2
_02241_,10.2
_03700_,10.2
_04066_,10.2
_04233_,10.2
icache_instr_i[16],10.19
reset_adr_i[10],10.19
_04025_,10.18
_02917_,10.14
adr_o[13],10.13
_01914_,10.12
_03816_,10.12
_00254_,10.1
_02546_,10.1
_01362_,10.08
_04147_,10.08
_00030_,10.06
u_rf.reg12_q\[16\],10.05
_01136_,10.04
u_decod.pc_q_o\[31\],10.04
u_decod.rs1_data\[10\],10.04
u_rf.reg1_q\[16\],10.04
_04085_,10.02
_00682_,10
_02080_,10
u_decod.rs1_data\[15\],10
_00607_,9.98
_02613_,9.98
_02709_,9.98
_04466_,9.98
_02134_,9.96
_04308_,9.96
_02252_,9.94
_02263_,9.94
_02855_,9.94
_03993_,9.94
_05192_,9.94
u_exe.pc_data_q\[0\],9.94
_01304_,9.93
_00373_,9.92
_01382_,9.92
_01120_,9.9
_02303_,9.9
_02517_,9.9
_03877_,9.9
u_exe.pc_data_q\[23\],9.9
u_rf.reg5_q\[0\],9.9
_02018_,9.88
_02516_,9.88
_03268_,9.88
store_data_o[11],9.88
store_data_o[12],9.88
_00582_,9.86
_01069_,9.86
_01348_,9.86
_03436_,9.86
_04821_,9.86
_04952_,9.86
net513,9.86
_02770_,9.85
u_rf.reg22_q\[0\],9.845
u_decod.dec0.instr_i\[11\],9.84
u_decod.exe_ff_res_data_i\[21\],9.84
_00037_,9.82
_02520_,9.82
_02886_,9.82
_04870_,9.82
_05102_,9.82
_05202_,9.82
_05491_,9.82
_05601_,9.82
_02167_,9.8
_03025_,9.8
_03326_,9.8
_03486_,9.8
_04173_,9.8
_04372_,9.795
_00639_,9.78
_01200_,9.78
_02554_,9.78
_04506_,9.78
_04638_,9.78
_00201_,9.76
_00897_,9.76
_02943_,9.76
_03841_,9.76
store_data_o[3],9.76
_02513_,9.74
_02536_,9.74
_04343_,9.74
_04883_,9.74
_04080_,9.72
_02299_,9.7
_02990_,9.7
reset_adr_i[11],9.67
reset_adr_i[8],9.67
_02280_,9.66
_00480_,9.64
_02937_,9.64
_03698_,9.64
icache_instr_i[14],9.64
icache_instr_i[29],9.64
icache_instr_i[4],9.64
net392,9.64
_01741_,9.62
_01822_,9.62
_04021_,9.62
_04124_,9.62
u_rf.reg14_q\[30\],9.585
_01408_,9.58
_02748_,9.56
_03511_,9.56
_00829_,9.54
u_decod.dec0.rd_o\[2\],9.54
_01708_,9.52
_01225_,9.51
_01158_,9.5
_02809_,9.5
_03489_,9.5
_04750_,9.5
_03986_,9.49
u_rf.reg12_q\[31\],9.485
_01700_,9.48
_01932_,9.48
_02083_,9.48
_03777_,9.48
_04663_,9.48
_04697_,9.48
_05024_,9.48
_05070_,9.48
_05262_,9.48
_05537_,9.48
_03906_,9.46
_00206_,9.44
_01194_,9.44
_01922_,9.44
_03145_,9.44
_03657_,9.44
_04880_,9.44
_05433_,9.44
_05573_,9.44
_05721_,9.42
_04082_,9.4
_00926_,9.38
_02418_,9.38
_03513_,9.38
_02404_,9.36
_03227_,9.36
_03394_,9.36
_04746_,9.36
_05094_,9.36
net484,9.36
_01694_,9.34
_03821_,9.34
icache_adr_o[8],9.33
_01919_,9.32
_03528_,9.32
_03574_,9.32
_04137_,9.32
_04547_,9.32
_05366_,9.32
u_decod.rs2_data_nxt\[20\],9.32
_00004_,9.3
_00354_,9.3
_00470_,9.3
_01844_,9.3
_02755_,9.28
adr_o[14],9.27
_00675_,9.26
_04045_,9.26
_04277_,9.26
_01964_,9.24
_02160_,9.24
net379,9.24
_01916_,9.22
_02777_,9.22
_04008_,9.21
_00027_,9.2
_01262_,9.2
_00377_,9.18
_01785_,9.18
u_decod.rs2_data_nxt\[26\],9.18
_00477_,9.16
_00612_,9.16
_01880_,9.16
_02598_,9.16
_03945_,9.16
_04027_,9.16
_04340_,9.16
_04516_,9.16
_05461_,9.16
_00369_,9.14
_00637_,9.14
_01005_,9.14
_02320_,9.12
_04036_,9.12
_04335_,9.12
u_rf.reg2_q\[0\],9.12
_03634_,9.1
_04392_,9.1
_05085_,9.1
_01191_,9.095
_00157_,9.08
_01795_,9.08
_02524_,9.08
icache_adr_o[16],9.07
_01687_,9.06
_02115_,9.06
_04618_,9.06
_05277_,9.06
_05665_,9.06
_02015_,9.04
_02926_,9.04
_03072_,9.04
u_decod.rs2_data_nxt\[29\],9.04
_00246_,9.03
_04300_,9.03
_02035_,9.02
_02132_,9.02
_03785_,9.02
_04184_,9.02
_04462_,9.02
_04762_,9.02
_05061_,9.02
_05146_,9.02
u_exe.pc_data_q\[10\],9.02
_00643_,9
u_rf.reg22_q\[17\],9
_01103_,8.98
_01156_,8.98
_01546_,8.98
_02747_,8.98
_03797_,8.98
_05197_,8.98
_05283_,8.98
_02121_,8.96
_03189_,8.96
store_data_o[4],8.96
_00830_,8.94
_01749_,8.94
_02103_,8.94
_02822_,8.94
_03193_,8.94
_04102_,8.94
_04112_,8.94
u_decod.rs2_data_nxt\[24\],8.94
_00613_,8.92
_02512_,8.92
_04056_,8.92
_04473_,8.92
_01788_,8.9
_02800_,8.9
_03871_,8.9
_03908_,8.9
_04452_,8.9
_04616_,8.9
_05525_,8.9
net393,8.9
_02275_,8.88
_02880_,8.88
_04699_,8.88
_05184_,8.88
_02119_,8.86
_03207_,8.86
_03299_,8.86
_03596_,8.86
_03598_,8.86
_04258_,8.86
_04687_,8.86
_04819_,8.86
_05172_,8.86
_00220_,8.84
_01203_,8.84
_03716_,8.84
_03900_,8.84
_03919_,8.84
icache_instr_i[23],8.84
_00978_,8.82
_04107_,8.82
_00790_,8.8
_02843_,8.8
_02940_,8.8
_03966_,8.8
_04813_,8.8
u_rf.reg12_q\[21\],8.785
_01114_,8.76
_02282_,8.76
_03653_,8.76
_03939_,8.76
_01145_,8.74
_04818_,8.74
u_decod.rs1_data\[0\],8.74
_02991_,8.72
_04166_,8.72
icache_instr_i[0],8.72
icache_instr_i[12],8.72
icache_instr_i[1],8.72
icache_instr_i[20],8.72
icache_instr_i[21],8.72
icache_instr_i[22],8.72
icache_instr_i[24],8.72
icache_instr_i[27],8.72
icache_instr_i[28],8.72
icache_instr_i[2],8.72
icache_instr_i[30],8.72
icache_instr_i[31],8.72
icache_instr_i[3],8.72
icache_instr_i[5],8.72
icache_instr_i[7],8.72
u_exe.bu_pc_res\[22\],8.72
_01518_,8.7
_02407_,8.7
_03790_,8.7
_04217_,8.7
u_rf.reg12_q\[26\],8.665
_01253_,8.66
_01365_,8.66
_03817_,8.66
_00332_,8.64
_00098_,8.62
_00249_,8.62
_00430_,8.62
_00534_,8.62
_00614_,8.62
_01256_,8.62
_01333_,8.62
_02897_,8.62
_03712_,8.62
_03786_,8.62
_00399_,8.6
_03368_,8.6
_03836_,8.6
_04104_,8.6
_04361_,8.6
_04623_,8.6
adr_o[9],8.59
_01232_,8.58
_02485_,8.58
_05193_,8.58
_05261_,8.58
_05503_,8.58
_01298_,8.56
_01959_,8.56
_02055_,8.56
_03258_,8.56
_03824_,8.56
_04319_,8.56
_02539_,8.55
_00774_,8.52
_02293_,8.52
_03111_,8.52
_03726_,8.52
_03890_,8.52
reset_adr_i[0],8.51
_00188_,8.5
_00779_,8.5
_01112_,8.5
_03067_,8.5
